recipe,calories,carbohydrate,sugar,protein,category,servings,high_traffic,calories_per_serving,protein_ratio,carb_ratio,sugar_ratio,high_calorie
443,108.28,60.94,7.79,55.46,One Dish Meal,4,High,27.07,0.4465737982124165,0.49069973427812225,0.06272646750946131,0
444,716.79,24.93,3.32,16.11,Meat,6,High,119.46499999999999,0.3631650135256988,0.5619927862939585,0.07484220018034266,0
445,245.53,4.92,22.74,82.39,Meat,6,Unknown,40.92166666666667,0.7486597001363017,0.04470695138573376,0.20663334847796455,0
446,374.35,15.19,9.22,2.49,Dessert,2,High,187.175,0.0925650557620818,0.5646840148698885,0.34275092936802976,0
447,125.76,9.18,0.54,85.32,Meat,2,High,62.88,0.8977272727272727,0.0965909090909091,0.005681818181818183,0
448,452.51,2.86,9.5,16.78,Meat,2,Unknown,226.255,0.575840768702814,0.09814687714481811,0.3260123541523679,0
449,403.7,1.97,13.94,1.08,Breakfast,4,Unknown,100.925,0.06356680400235433,0.1159505591524426,0.820482636845203,0
450,144.28,39.63,8.81,14.59,Meat,4,High,36.07,0.23147707440901158,0.6287482151356497,0.13977471045533874,0
451,182.76,530.42,5.8,5.01,Vegetable,4,High,45.69,0.0092566930879663,0.9800269755926317,0.010716331319402105,0
452,1542.53,14.73,5.71,29.92,Lunch & Snacks,4,High,385.6325,0.5941223193010327,0.29249404289118347,0.11338363780778396,0
453,361.17,21.52,3.38,19.22,Lunch & Snacks,6,Unknown,60.195,0.43563009972801453,0.4877606527651859,0.07660924750679964,0
454,49.2,173.93,3.53,5.96,Breakfast,2,Unknown,24.6,0.03249373023661541,0.9482608221567985,0.019245447606585975,0
455,18.23,22.32,5.14,18.37,Vegetable,6,High,3.0383333333333336,0.4008291512109972,0.4870172376172813,0.11215361117172158,0
456,288.55,21.48,4.55,10.8,Meat,6,High,48.09166666666667,0.29323920716806956,0.5832202009231605,0.12354059190877002,0
457,286.7,29.92,2.8,28.07,Breakfast,4,High,71.675,0.4617535778911005,0.4921862148379668,0.04606020727093272,0
458,796.74,44.85,2.36,3.44,Vegetable,4,High,199.185,0.06791707798617967,0.8854886475814413,0.04659427443237907,0
459,259.32,90.65,3.8,85.81,One Dish Meal,1,High,259.32,0.4760346166648175,0.5028847220681238,0.02108066126705869,0
460,725.82,41.68,1.51,7.78,Vegetable,6,High,120.97000000000001,0.15263880714145578,0.8177359230920149,0.029625269766529332,0
461,1179.5,0.31,13.7,1.42,One Dish Meal,4,High,294.875,0.09202851587815943,0.020090732339598186,0.8878807517822424,0
462,349.29,6.18,1.92,25.18,Vegetable,2,High,174.645,0.7566105769230769,0.18569711538461536,0.05769230769230769,0
463,891.7,3.0,4.97,31.36,Breakfast,4,High,222.925,0.7973557081108569,0.07627765064836003,0.12636664124078312,0
464,189.27,9.54,6.47,0.34,Beverages,6,Unknown,31.545,0.020795107033639147,0.5834862385321101,0.3957186544342508,0
465,108.58,21.67,0.24,11.24,Vegetable,1,High,108.58,0.33906485671191555,0.6536953242835597,0.007239819004524887,0
466,51.81,25.43,0.87,42.7,One Dish Meal,2,Unknown,25.905,0.618840579710145,0.3685507246376812,0.012608695652173913,0
467,47.89,4.2,11.78,0.93,Beverages,6,Unknown,7.9816666666666665,0.05499704316972206,0.2483737433471319,0.696629213483146,0
468,29.19,1.33,66.03,2.56,Dessert,6,High,4.865,0.036613272311212815,0.019021739130434784,0.9443649885583524,0
469,27.11,22.63,4.93,0.0,Beverages,1,Unknown,27.11,0.0,0.8211175616835994,0.17888243831640058,0
470,751.18,163.33,13.71,29.39,Lunch & Snacks,6,Unknown,125.19666666666666,0.142372717143826,0.7912125175604321,0.0664147652957419,0
471,1272.1,3.13,0.73,25.44,Meat,1,Unknown,1272.1,0.8682593856655291,0.1068259385665529,0.024914675767918087,1
472,1241.83,6.01,10.36,11.99,Meat,4,High,310.4575,0.42277856135401976,0.2119181946403385,0.36530324400564174,0
473,511.39,6.26,7.17,6.62,Dessert,4,High,127.8475,0.33017456359102243,0.31221945137157103,0.3576059850374065,0
474,67.72,11.03,5.32,40.39,Meat,1,High,67.72,0.7118434966513923,0.19439548819175184,0.09376101515685584,0
475,354.02,15.36,26.97,64.15,Meat,2,High,177.01,0.6024605559729527,0.14425244177310292,0.2532870022539444,0
476,54.97,3.72,7.26,1.08,Vegetable,4,High,13.7425,0.08955223880597016,0.30845771144278605,0.6019900497512437,0
477,553.67,2.65,1.7,7.96,Vegetable,4,High,138.4175,0.6466287571080424,0.21527213647441107,0.13809910641754672,0
478,28.33,66.3,0.77,10.13,Lunch & Snacks,6,Unknown,4.721666666666667,0.13121761658031092,0.8588082901554405,0.009974093264248706,0
479,546.1,26.13,3.17,19.42,Meat,6,High,91.01666666666667,0.3986042692939245,0.5363300492610837,0.0650656814449918,0
480,525.28,62.46,1.27,10.85,Lunch & Snacks,1,High,525.28,0.14548136229552158,0.837489943684634,0.017028694019844463,1
481,394.55,50.96,2.45,66.4,Meat,1,Unknown,394.55,0.5542108338202154,0.42534012185961106,0.02044904432017361,0
482,392.95,103.46,4.97,1.06,Vegetable,6,High,65.49166666666666,0.009681249429171614,0.9449264773038634,0.045392273266965016,0
483,920.73,9.91,38.66,0.36,Dessert,4,High,230.1825,0.007357449417535255,0.20253423257715106,0.7901083180053138,0
484,208.66,15.21,1.6,12.43,Meat,2,Unknown,104.33,0.4251025991792065,0.5201778385772914,0.05471956224350205,0
485,225.87,6.19,2.97,2.89,Meat,1,Unknown,225.87,0.23983402489626557,0.5136929460580912,0.24647302904564317,0
486,139.19,20.1,18.4,3.95,Breakfast,4,High,34.7975,0.09305064782096584,0.4734982332155477,0.43345111896348637,0
487,7.55,54.19,0.91,14.18,Lunch & Snacks,1,High,7.55,0.20467667436489606,0.7821882217090069,0.013135103926096998,0
488,1295.21,34.77,0.75,171.22,Meat,2,High,647.605,0.8281899970978039,0.1681822579084841,0.0036277449937119084,1
489,42.13,1.83,2.68,11.43,Breakfast,4,Unknown,10.5325,0.7170639899623589,0.11480552070263489,0.1681304893350063,0
490,339.8,2.81,3.03,0.24,Beverages,4,Unknown,84.95,0.039473684210526314,0.4621710526315789,0.4983552631578947,0
491,27.78,25.23,17.58,0.04,Beverages,4,Unknown,6.945,0.0009334889148191365,0.5887981330221703,0.4102683780630105,0
492,82.32,16.44,2.86,16.22,Breakfast,2,Unknown,41.16,0.45664414414414417,0.46283783783783794,0.08051801801801803,0
493,14.96,37.05,15.71,0.01,Beverages,4,Unknown,3.74,0.0001895016107636915,0.702103467879477,0.2977070305097594,0
494,581.97,8.29,29.15,0.43,Beverages,4,Unknown,145.4925,0.011354634275151836,0.21890678637443886,0.7697385793504093,0
495,46.34,18.24,0.15,1.58,Vegetable,4,High,11.585,0.07911867801702555,0.9133700550826239,0.007511266900350526,0
496,1177.94,48.25,0.78,18.3,Meat,2,High,588.97,0.27179563344720037,0.716619634635378,0.011584731917421655,1
497,260.15,23.07,71.52,3.22,Dessert,2,High,130.075,0.032920969226050506,0.2358654534301196,0.7312135773438299,0
498,350.61,73.29,17.77,1.98,Dessert,4,High,87.6525,0.021281169389509885,0.787725709372313,0.1909931212381771,0
499,470.68,2.71,3.92,31.4,Breakfast,1,Unknown,470.68,0.8256639495135418,0.07125953194846174,0.10307651853799632,0
500,333.01,19.44,0.69,12.47,Meat,1,High,333.01,0.3825153374233129,0.596319018404908,0.021165644171779137,0
501,0.3,5.19,0.96,1.51,Beverages,4,Unknown,0.075,0.1971279373368146,0.6775456919060052,0.12532637075718014,0
502,883.12,70.81,6.85,94.0,Meat,6,Unknown,147.18666666666667,0.5475940813235466,0.41250145636723756,0.03990446230921589,0
503,1110.54,27.97,3.96,28.65,One Dish Meal,4,High,277.635,0.4729283591944536,0.46170353251898316,0.06536810828656323,0
504,529.26,100.7,5.88,9.6,Vegetable,4,High,132.315,0.08263040110173868,0.8667584782234464,0.05061112067481494,0
505,145.89,30.54,8.47,0.82,Beverages,4,Unknown,36.4725,0.020587496861662065,0.7667587245794627,0.21265377855887524,0
506,275.18,5.41,7.9,0.73,Meat,2,Unknown,137.59,0.05199430199430199,0.3853276353276353,0.5626780626780626,0
507,856.4,53.27,11.63,6.4,Vegetable,4,High,214.1,0.08976157082748948,0.7471248246844319,0.16311360448807852,0
508,37.74,34.94,13.91,25.6,Breakfast,4,Unknown,9.435,0.3438549361987912,0.46930826057756886,0.18683680322364005,0
509,135.85,23.89,12.38,14.89,Vegetable,1,High,135.85,0.2910476935105551,0.46696637998436274,0.2419859265050821,0
510,139.52,26.54,3.08,6.83,Meat,4,Unknown,34.88,0.1873799725651578,0.7281207133058986,0.08449931412894376,0
511,217.57,8.43,7.26,78.47,Meat,4,Unknown,54.3925,0.8333687340696687,0.08952846219201359,0.07710280373831775,0
512,380.75,24.12,2.81,7.02,Vegetable,4,High,95.1875,0.2067746686303387,0.7104565537555227,0.08276877761413844,0
513,7.39,4.47,11.62,10.75,Vegetable,4,High,1.8475,0.400521609538003,0.1665424739195231,0.4329359165424739,0
514,2.98,9.81,28.58,19.11,Meat,1,Unknown,2.98,0.3323478260869565,0.17060869565217393,0.49704347826086953,0
515,32.36,1.5,13.67,12.09,Breakfast,1,High,32.36,0.4435069699192957,0.055025678650036686,0.5014673514306677,0
516,463.52,5.19,17.61,0.42,Beverages,1,Unknown,463.52,0.01808785529715762,0.2235142118863049,0.7583979328165373,0
517,264.13,39.05,2.97,23.04,Meat,4,High,66.0325,0.3541346449431294,0.6002151859821703,0.04565016907470028,0
518,229.68,10.72,5.74,1.34,Vegetable,4,High,57.42,0.07528089887640449,0.6022471910112359,0.32247191011235954,0
519,161.81,16.8,30.56,0.14,Beverages,4,Unknown,40.4525,0.0029473684210526317,0.3536842105263158,0.6433684210526316,0
520,138.81,12.91,14.61,0.04,Beverages,1,Unknown,138.81,0.001451378809869376,0.4684325108853411,0.5301161103047896,0
521,363.51,23.52,0.5,78.49,Meat,1,High,363.51,0.7656813969368842,0.22944103014340067,0.0048775729197151505,0
522,600.99,195.8,5.25,23.11,One Dish Meal,4,High,150.2475,0.10309600285510348,0.8734832262669522,0.023420770877944322,0
523,452.67,21.28,12.13,144.71,Meat,2,High,226.335,0.8124298225915114,0.11947002021109365,0.06810015719739501,0
524,74.78,2.97,7.55,0.7,Beverages,6,Unknown,12.463333333333333,0.06238859180035651,0.26470588235294124,0.6729055258467024,0
525,539.11,13.46,0.83,13.39,Meat,4,High,134.7775,0.483742774566474,0.48627167630057805,0.029985549132947976,0
526,93.5,39.28,2.57,23.68,Breakfast,4,Unknown,23.375,0.361361208606745,0.5994201129253777,0.039218678467877306,0
527,493.26,3.1,5.43,17.35,Breakfast,2,Unknown,246.63,0.6704018547140649,0.11978361669242657,0.20981452859350846,0
528,10.66,2.32,0.08,73.42,Meat,6,High,1.7766666666666666,0.9683460828277498,0.030598786599841724,0.0010551305724083354,0
529,196.69,1.89,1.48,1.81,Meat,6,Unknown,32.781666666666666,0.34942084942084944,0.36486486486486486,0.28571428571428575,0
530,448.59,181.98,36.47,12.03,One Dish Meal,6,High,74.765,0.05219541825754946,0.78956959389101,0.15823498785144047,0
531,288.55,21.48,4.55,10.8,Vegetable,1,High,288.55,0.29323920716806956,0.5832202009231605,0.12354059190877002,0
532,133.7,50.22,0.1,32.71,Meat,6,Unknown,22.28333333333333,0.3939539925328195,0.6048416235095748,0.0012043839576056847,0
533,534.7,0.99,0.32,3.17,Vegetable,1,High,534.7,0.7075892857142856,0.22098214285714282,0.07142857142857142,1
534,76.76,0.65,48.21,0.2,Beverages,4,Unknown,19.19,0.0040766408479412965,0.013249082755809213,0.9826742763962495,0
535,288.55,21.48,4.55,10.8,Meat,2,High,144.275,0.29323920716806956,0.5832202009231605,0.12354059190877002,0
536,689.29,5.14,1.13,12.72,Vegetable,4,High,172.3225,0.669826224328594,0.2706687730384412,0.05950500263296471,0
537,879.61,0.03,8.34,7.83,Meat,4,High,219.9025,0.48333333333333334,0.001851851851851852,0.5148148148148148,0
538,117.95,17.11,6.67,1.15,Beverages,2,Unknown,58.975,0.04612916165262736,0.686321700762134,0.2675491375852387,0
539,288.55,21.48,4.55,10.8,Vegetable,4,High,72.1375,0.29323920716806956,0.5832202009231605,0.12354059190877002,0
540,84.83,26.93,43.34,10.52,Dessert,6,Unknown,14.138333333333334,0.1302141354127986,0.3333333333333333,0.536452531253868,0
541,60.62,140.98,148.75,5.53,Dessert,1,Unknown,60.62,0.018729255571360837,0.47747747747747743,0.5037932669511617,0
542,513.03,2.18,0.13,49.14,Lunch & Snacks,2,High,256.515,0.9551020408163264,0.0423712342079689,0.0025267249757045676,0
543,51.19,39.96,8.11,18.31,Vegetable,4,High,12.7975,0.27583609520940044,0.6019885507683037,0.12217535402229587,0
544,226.38,13.44,0.45,37.7,Vegetable,4,High,56.595,0.7307617755378949,0.26051560379918587,0.00872262066291917,0
545,203.16,16.61,54.33,0.59,Beverages,4,Unknown,50.79,0.008248287431846777,0.23221026142877113,0.7595414511393821,0
546,288.55,21.48,4.55,10.8,Meat,6,High,48.09166666666667,0.29323920716806956,0.5832202009231605,0.12354059190877002,0
547,1375.2,18.79,27.83,29.6,Meat,2,Unknown,687.6,0.38834951456310685,0.24652322225137757,0.3651272631855156,1
548,1715.48,44.66,6.67,32.98,Meat,4,High,428.87,0.3911754240303641,0.529711777962282,0.07911279800735381,0
549,1440.69,30.59,5.78,30.63,Lunch & Snacks,6,High,240.115,0.4571641791044776,0.4565671641791045,0.08626865671641791,0
550,473.41,9.91,1.84,6.57,Vegetable,4,High,118.3525,0.3586244541484716,0.540938864628821,0.10043668122270742,0
551,927.15,0.05,1.73,12.29,Vegetable,4,High,231.7875,0.8734896943852168,0.003553660270078181,0.12295664534470506,0
552,238.3,0.21,9.43,2.64,Meat,2,Unknown,119.15,0.21498371335504884,0.017100977198697066,0.767915309446254,0
553,241.33,32.19,1.43,1.0,Vegetable,2,High,120.665,0.028885037550548817,0.9298093587521664,0.04130560369728481,0
554,213.0,55.84,11.98,1.19,Meat,4,High,53.25,0.01724387769888422,0.8091580930299956,0.1735980292711201,0
555,61.82,15.63,5.23,19.06,Meat,4,Unknown,15.455,0.47745490981963923,0.3915330661322645,0.1310120240480962,0
556,288.55,21.48,4.55,10.8,Meat,2,Unknown,144.275,0.29323920716806956,0.5832202009231605,0.12354059190877002,0
557,426.27,14.98,9.75,4.48,Breakfast,2,Unknown,213.135,0.1533721328312222,0.5128380691543992,0.33378979801437864,0
558,34.97,2.73,30.32,4.95,Breakfast,2,High,17.485,0.13026315789473686,0.07184210526315789,0.7978947368421053,0
559,567.1,15.55,9.34,14.1,Meat,4,Unknown,141.775,0.3616311874839702,0.398820210310336,0.23954860220569374,0
560,219.66,24.36,5.33,1.32,Breakfast,2,High,109.83,0.04256691389874235,0.7855530474040633,0.17188003869719445,0
561,242.85,28.81,1.99,8.57,Breakfast,1,Unknown,242.85,0.21767843535687073,0.7317754635509272,0.050546101092202186,0
562,148.17,39.47,0.16,14.83,Lunch & Snacks,4,Unknown,37.0425,0.27230995225853843,0.7247521116415718,0.0029379360998898277,0
563,184.4,4.82,4.14,33.31,Meat,4,Unknown,46.1,0.7880293352259286,0.11402886207712325,0.09794180269694817,0
564,22.02,31.2,0.74,70.07,Meat,1,High,22.02,0.6868934418194295,0.30585236741495936,0.007254190765611215,0
565,349.19,27.38,12.55,97.89,One Dish Meal,4,High,87.2975,0.7102742707879843,0.1986649252648382,0.09106080394717748,0
566,372.27,81.52,3.77,22.74,One Dish Meal,4,High,93.0675,0.21049708414329354,0.7546052022586319,0.034897713598074614,0
567,1635.46,35.0,9.39,42.13,Meat,1,Unknown,1635.46,0.48693943596856215,0.40453074433656955,0.10852981969486823,1
568,3.07,45.74,16.77,9.36,Breakfast,4,Unknown,0.7675,0.13023514679282036,0.6364268818700431,0.23333797133713646,0
569,419.28,15.86,0.59,10.0,One Dish Meal,4,High,104.82,0.3780718336483932,0.5996219281663516,0.0223062381852552,0
570,531.11,3.21,0.84,56.19,Meat,1,High,531.11,0.9327689243027889,0.053286852589641436,0.013944223107569723,1
571,185.75,26.67,2.21,22.35,One Dish Meal,1,Unknown,185.75,0.4362678118290064,0.5205934023033378,0.04313878586765567,0
572,220.68,4.86,2.98,18.9,Vegetable,4,High,55.17,0.7068062827225131,0.1817501869857891,0.11144353029169783,0
573,617.84,16.31,4.25,9.59,Meat,1,High,617.84,0.31807628524046433,0.5409618573797678,0.14096185737976782,1
574,288.55,21.48,4.55,10.8,Lunch & Snacks,4,Unknown,72.1375,0.29323920716806956,0.5832202009231605,0.12354059190877002,0
575,504.2,27.24,0.77,8.58,Meat,2,Unknown,252.1,0.23449029789559991,0.7444657010112052,0.021044001093194865,0
576,128.3,210.77,112.24,13.02,Dessert,4,Unknown,32.075,0.03874654048745648,0.6272356634824272,0.3340177960301164,0
577,551.3,126.97,1.51,9.77,Breakfast,4,Unknown,137.825,0.07066907775768536,0.9184086799276673,0.010922242314647378,0
578,23.45,17.98,7.1,9.73,Vegetable,2,High,11.725,0.2795173800632002,0.5165182418845159,0.2039643780522838,0
579,580.33,22.17,3.77,9.22,Vegetable,4,High,145.0825,0.2622298065984073,0.6305460750853242,0.10722411831626848,0
580,197.11,4.74,18.82,2.55,Beverages,1,Unknown,197.11,0.09766373037150515,0.18153963998468017,0.7207966296438145,0
581,467.47,55.6,2.24,51.15,Meat,6,Unknown,77.91166666666668,0.46930911092760796,0.5101385448206257,0.020552344251766216,0
582,288.55,21.48,4.55,10.8,Meat,1,Unknown,288.55,0.29323920716806956,0.5832202009231605,0.12354059190877002,0
583,451.79,19.64,4.16,5.37,Vegetable,6,High,75.29833333333333,0.18409324648611586,0.673294480630785,0.14261227288309908,0
584,268.36,12.29,6.46,78.25,Meat,4,Unknown,67.09,0.8067010309278351,0.12670103092783505,0.06659793814432989,0
585,373.3,113.99,3.05,7.32,One Dish Meal,2,Unknown,186.65,0.05886137021550339,0.9166130588613702,0.02452557092312641,0
586,815.86,68.71,0.98,66.9,Meat,2,High,407.93,0.48978695365692954,0.5030382897723112,0.007174756570759206,0
587,10.6,64.88,1.62,23.77,Lunch & Snacks,2,Unknown,5.3,0.2633211476681068,0.7187326908164395,0.01794616151545364,0
588,1.56,59.87,6.57,35.0,Meat,4,High,0.39,0.34503154574132494,0.5902011041009464,0.0647673501577287,0
589,246.78,12.58,2.81,23.36,Meat,2,High,123.39,0.6028387096774194,0.32464516129032256,0.07251612903225807,0
590,801.72,40.78,4.82,44.03,Meat,6,High,133.62,0.49124177172821604,0.4549815909851613,0.05377663728662279,0
591,52.08,75.39,49.53,28.37,Meat,6,High,8.68,0.18507404266423122,0.4918129036466828,0.32311305368908605,0
592,748.98,38.66,2.53,32.23,Meat,6,Unknown,124.83,0.43898120403159907,0.5265595205666032,0.03445927540179788,0
593,87.04,7.73,84.96,9.45,Dessert,1,High,87.04,0.09252007049148227,0.07568043861366752,0.8317994908948502,0
594,372.33,11.65,5.53,34.21,Meat,2,High,186.165,0.6656937147304923,0.22669780112862425,0.10760848414088345,0
595,351.61,18.84,10.87,9.62,Meat,2,Unknown,175.805,0.24459699974574114,0.479023646071701,0.2763793541825578,0
596,306.9,19.65,10.34,28.37,Meat,2,High,153.45,0.4861206305688828,0.3367032213845099,0.17717614804660725,0
597,287.32,10.24,2.32,2.18,Beverages,1,Unknown,287.32,0.14789687924016284,0.6947082767978291,0.15739484396200812,0
598,212.4,19.2,2.25,23.78,Breakfast,2,Unknown,106.2,0.5257572407694008,0.42449701525536143,0.04974574397523767,0
599,296.23,8.84,5.1,0.68,Beverages,6,Unknown,49.37166666666667,0.04651162790697675,0.6046511627906977,0.3488372093023256,0
600,902.54,6.5,7.17,41.6,Meat,2,High,451.27,0.7526687172064411,0.11760448706350642,0.12972679573005247,0
601,495.13,32.85,4.24,14.21,Vegetable,6,High,82.52166666666666,0.2769980506822612,0.6403508771929824,0.08265107212475634,0
602,565.23,91.95,13.44,3.21,Vegetable,1,Unknown,565.23,0.02955801104972376,0.8466850828729282,0.12375690607734807,1
603,51.87,31.1,4.06,48.65,Meat,2,Unknown,25.935,0.5804796563655888,0.3710774370600167,0.048442906574394456,0
604,101.96,32.47,11.44,3.18,Vegetable,4,High,25.49,0.06753026120195371,0.6895306859205776,0.2429390528774687,0
605,9.52,6.4,8.36,49.57,Meat,1,High,9.52,0.770558060003109,0.09948702005285248,0.12995491994403854,0
606,98.67,1.43,7.73,8.14,Meat,4,High,24.6675,0.4705202312138728,0.08265895953757224,0.44682080924855494,0
607,77.75,21.41,3.51,3.12,Vegetable,4,High,19.4375,0.11126961483594863,0.763552068473609,0.12517831669044222,0
608,51.84,77.02,5.09,6.57,Meat,4,High,12.96,0.07408660351826793,0.8685160126296796,0.057397383852052314,0
609,288.55,21.48,4.55,10.8,Meat,4,Unknown,72.1375,0.29323920716806956,0.5832202009231605,0.12354059190877002,0
610,478.18,89.41,0.58,9.66,Lunch & Snacks,4,Unknown,119.545,0.09693928750627197,0.8972403411941797,0.0058203712995484195,0
611,192.8,78.29,0.41,1.62,Vegetable,1,High,192.8,0.020169322709163346,0.9747260956175299,0.005104581673306772,0
612,1275.23,33.13,8.34,44.23,Meat,4,Unknown,318.8075,0.5161026837806302,0.386581096849475,0.097316219369895,0
613,780.48,7.03,2.08,9.93,Lunch & Snacks,1,High,780.48,0.5215336134453782,0.3692226890756303,0.10924369747899161,1
614,74.47,30.82,1.86,4.8,Breakfast,2,Unknown,37.235,0.128068303094984,0.8223052294557098,0.0496264674493063,0
615,234.26,9.58,10.0,2.88,Vegetable,4,High,58.565,0.1282279608192342,0.4265360641139805,0.44523597506678547,0
616,45.02,8.83,0.8,3.57,Breakfast,1,Unknown,45.02,0.27045454545454545,0.668939393939394,0.06060606060606061,0
617,382.43,62.95,19.81,180.06,Meat,4,High,95.6075,0.6851076782588844,0.2395175405220303,0.07537478121908531,0
618,818.56,94.81,4.13,2.56,Breakfast,6,Unknown,136.42666666666665,0.025221674876847292,0.9340886699507389,0.04068965517241379,0
619,368.09,6.7,0.68,8.16,Lunch & Snacks,1,Unknown,368.09,0.5250965250965252,0.4311454311454312,0.04375804375804376,0
620,41.29,4.45,3.04,9.08,Meat,4,Unknown,10.3225,0.547978273989137,0.2685576342788171,0.18346409173204586,0
621,26.14,48.43,1.98,30.48,Lunch & Snacks,4,High,6.535,0.3768080108789714,0.5987143033749537,0.024477685746074916,0
622,438.66,127.47,3.61,0.07,Dessert,2,High,219.33,0.000533739992375143,0.9719405261151353,0.027525733892489513,0
623,131.92,7.94,2.42,3.56,Vegetable,1,High,131.92,0.2557471264367816,0.5704022988505747,0.17385057471264367,0
624,236.62,9.67,0.81,9.07,Vegetable,6,High,39.43666666666667,0.4639386189258312,0.49462915601023016,0.04143222506393862,0
625,68.54,7.55,17.68,0.93,Beverages,4,Unknown,17.135,0.03555045871559633,0.2886085626911315,0.6758409785932722,0
626,113.12,87.56,16.96,1.55,Breakfast,2,High,56.56,0.014612991420759875,0.8254925992269255,0.1598944093523145,0
627,544.01,39.29,1.75,2.3,Meat,6,High,90.66833333333334,0.053068758652515,0.9065528380249193,0.040378403322565766,0
628,200.73,9.04,2.22,4.72,Breakfast,4,Unknown,50.1825,0.295369211514393,0.5657071339173967,0.13892365456821026,0
629,724.43,5.18,2.1,10.67,One Dish Meal,6,High,120.73833333333333,0.5944289693593315,0.2885793871866295,0.11699164345403901,0
630,368.49,27.38,13.43,0.63,Meat,4,Unknown,92.1225,0.015202702702702702,0.6607142857142856,0.32408301158301156,0
631,390.39,50.5,1.84,32.66,Lunch & Snacks,1,High,390.39,0.384235294117647,0.5941176470588235,0.02164705882352941,0
632,299.82,40.79,4.36,1.06,Meat,6,High,49.97,0.022938757844622376,0.8827093702661761,0.09435187188920148,0
633,105.95,55.8,0.07,7.55,Vegetable,2,High,52.975,0.11904761904761905,0.8798486281929991,0.0011037527593818987,0
634,541.86,53.39,1.1,8.41,Vegetable,4,High,135.465,0.13370429252782193,0.8488076311605722,0.017488076311605722,0
635,225.36,23.06,7.59,21.57,Meat,4,Unknown,56.34,0.4130601302183072,0.44159325928762927,0.14534661049406358,0
636,510.79,48.79,1.87,7.22,Lunch & Snacks,1,High,510.79,0.12474084312370422,0.8429509329647548,0.032308223911541124,1
637,2029.33,25.08,0.61,54.0,One Dish Meal,1,High,2029.33,0.6776257999749028,0.3147195382105659,0.007654661814531309,1
638,146.87,76.13,1.65,93.14,Meat,1,Unknown,146.87,0.5449333021296513,0.44541305874093134,0.00965363912941727,0
639,321.95,1.41,10.76,112.64,Meat,1,High,321.95,0.9024917875170259,0.011297171700985497,0.08621104078198862,0
640,1580.48,16.2,8.67,10.55,Meat,4,Unknown,395.12,0.29785431959345005,0.4573687182382834,0.2447769621682665,0
641,138.64,17.79,8.52,6.82,Vegetable,2,High,69.32,0.2058557198913372,0.5369755508602475,0.25716872924841533,0
642,995.98,54.44,16.15,132.87,Meat,2,Unknown,497.99,0.6530521969920378,0.2675710213309741,0.0793767816769881,0
643,1610.06,42.58,0.24,48.54,Meat,4,High,402.515,0.5313047285464098,0.4660683012259194,0.002626970227670753,0
644,561.72,18.83,11.76,5.69,Dessert,4,Unknown,140.43,0.15683572216097028,0.5190187431091511,0.3241455347298788,0
645,26.16,32.73,1.32,0.73,Vegetable,2,High,13.08,0.020989074180563547,0.9410580793559518,0.03795284646348477,0
646,1291.46,63.62,8.22,18.86,Lunch & Snacks,1,High,1291.46,0.20793825799338478,0.7014332965821388,0.0906284454244763,1
647,813.82,33.77,1.68,1.01,Meat,4,Unknown,203.455,0.027701590784421283,0.9262205156335711,0.04607789358200768,0
648,542.56,7.52,7.82,40.74,Meat,4,High,135.64,0.7264621968616263,0.1340941512125535,0.13944365192582026,0
649,131.94,1.19,1.89,0.07,Beverages,4,Unknown,32.985,0.022222222222222227,0.37777777777777777,0.6,0
650,338.77,13.88,1.69,0.24,Beverages,2,Unknown,169.385,0.015180265654648955,0.8779253636938646,0.1068943706514864,0
651,269.46,70.53,6.52,23.25,Vegetable,4,High,67.365,0.23180458624127617,0.7031904287138585,0.0650049850448654,0
652,332.63,25.69,6.66,1.73,Beverages,4,Unknown,83.1575,0.05076291079812207,0.7538145539906104,0.19542253521126762,0
653,0.54,30.59,10.45,0.36,Beverages,6,High,0.09000000000000001,0.008695652173913044,0.7388888888888889,0.2524154589371981,0
654,732.96,8.31,0.91,0.68,Vegetable,6,High,122.16000000000001,0.06868686868686869,0.8393939393939394,0.09191919191919191,0
655,0.59,18.82,58.0,16.44,Dessert,2,High,0.295,0.17628136392880123,0.2018014153978126,0.6219172206733863,0
656,291.89,36.28,63.14,7.02,Dessert,4,High,72.9725,0.06595264937993235,0.34084930477264186,0.5931980458474257,0
657,458.66,7.37,13.37,78.76,Meat,1,Unknown,458.66,0.7915577889447236,0.07407035175879396,0.1343718592964824,0
658,135.07,26.32,4.58,7.11,Vegetable,4,High,33.7675,0.18705603788476718,0.6924493554327809,0.12049460668245199,0
659,16.87,61.77,5.91,10.32,Breakfast,1,High,16.87,0.13230769230769232,0.791923076923077,0.07576923076923077,0
660,375.59,15.42,7.6,17.7,One Dish Meal,4,High,93.8975,0.4346758349705305,0.3786836935166994,0.18664047151277013,0
661,288.86,28.63,50.81,7.71,Dessert,6,High,48.14333333333334,0.08846815834767643,0.3285140562248996,0.5830177854274241,0
662,721.81,0.19,0.33,19.0,Dessert,1,High,721.81,0.9733606557377049,0.00973360655737705,0.016905737704918034,1
663,715.14,20.37,3.27,2.47,Dessert,1,Unknown,715.14,0.09459977020298738,0.7801608579088473,0.12523937188816545,1
664,118.71,9.58,3.16,0.69,Beverages,6,Unknown,19.785,0.05137751303052866,0.7133283693224125,0.23529411764705885,0
